date,year,month,quarter,period,flow_code,flow_label,partner_iso,partner_name,hs_code,hs_description,primary_value_usd,fob_value_usd,cif_value_usd,is_reported
2015-05-01,2015,5,2,201505,X,exports,USA,United States,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",97459547.0,97459547.0,0.0,False
2015-05-01,2015,5,2,201505,X,exports,VNM,Vietnam,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",14077250.0,14077250.0,0.0,False
2015-05-01,2015,5,2,201505,X,exports,W00,World,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",657256055.0,657256055.0,0.0,False
2015-05-01,2015,5,2,201505,M,imports,CHN,China,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",502010751.0,0.0,502010751.0,False
2015-05-01,2015,5,2,201505,M,imports,DEU,Germany,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",29655575.0,0.0,29655575.0,False
2015-05-01,2015,5,2,201505,M,imports,JPN,Japan,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",99465519.0,0.0,99465519.0,False
2015-05-01,2015,5,2,201505,M,imports,KOR,South Korea,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",61282194.0,0.0,61282194.0,False
2015-05-01,2015,5,2,201505,M,imports,MYS,Malaysia,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",54970899.0,0.0,54970899.0,False
2015-05-01,2015,5,2,201505,M,imports,PHL,Philippines,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",10729244.0,0.0,10729244.0,False
2015-05-01,2015,5,2,201505,M,imports,SGP,Singapore,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",128352573.0,0.0,128352573.0,False
2015-05-01,2015,5,2,201505,M,imports,THA,Thailand,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",44226049.0,0.0,44226049.0,False
2015-05-01,2015,5,2,201505,M,imports,USA,United States,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",38388674.0,0.0,38388674.0,False
2015-05-01,2015,5,2,201505,M,imports,VNM,Vietnam,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",104513503.0,0.0,104513503.0,False
2015-05-01,2015,5,2,201505,M,imports,W00,World,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",1214567184.0,0.0,1214567184.0,False
2015-06-01,2015,6,2,201506,X,exports,CHN,China,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",25715570.0,25715570.0,0.0,False
2015-06-01,2015,6,2,201506,X,exports,DEU,Germany,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",13345864.0,13345864.0,0.0,False
2015-06-01,2015,6,2,201506,X,exports,JPN,Japan,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",96946817.0,96946817.0,0.0,False
2015-06-01,2015,6,2,201506,X,exports,KOR,South Korea,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",19648596.0,19648596.0,0.0,False
2015-06-01,2015,6,2,201506,X,exports,MYS,Malaysia,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",30246258.0,30246258.0,0.0,False
2015-06-01,2015,6,2,201506,X,exports,PHL,Philippines,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",10599202.0,10599202.0,0.0,False
2015-06-01,2015,6,2,201506,X,exports,SGP,Singapore,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",147892288.0,147892288.0,0.0,False
2015-06-01,2015,6,2,201506,X,exports,THA,Thailand,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",34339479.0,34339479.0,0.0,False
